经销商报价,纯电续航里程(km),快充时间,慢充时间,快充电量(%),最高车速(km/h),官方百公里加速时间(s),百公里耗电量(kWh/100km),长(mm),宽(mm),高(mm),轴距(mm),前轮距(mm),后轮距(mm),车门数(个),座位数(个),整备质量(kg),电动机总功率(kW),电动机总马力(Ps),电动机总扭矩(N·m),磷酸铁锂,三元锂,其它,电池容量(kWh)
25.28,520,0.5,13,80,150,7.9,15.6,4720,1908,1696,2800,1625,1625,5,5,1920,150,204,320,0,1,0,71.98
19.08,620,0.5,13,80,150,8.2,15.9,4720,1908,1696,2800,1625,1625,5,5,1920,150,204,320,0,1,0,85.97
17.18,620,0.5,13,80,150,8.2,15.9,4720,1908,1696,2800,1625,1625,5,5,1920,150,204,320,0,1,0,85.97
19.98,620,0.5,9,80,150,8.2,15.9,4720,1908,1696,2800,1625,1625,5,5,1920,150,204,320,0,1,0,85.97
22.58,620,0.5,11,80,150,8.2,15.9,4720,1908,1696,2800,1625,1625,5,5,1920,150,204,320,0,1,0,85.97
27.28,620,0.609070465,9.584863481,80,150,8.2,15.9,4720,1908,1696,2800,1625,1625,5,5,1920,150,204,320,0,1,0,85.97
14.68,410,0.5,9,80,150,7.9,15,4698,1908,1696,2800,1625,1625,5,5,1820,150,204,320,0,1,0,55.33
16.68,520,0.5,11,80,150,7.9,15.6,4698,1908,1696,2800,1625,1625,5,5,1920,150,204,320,0,1,0,71.98
19.08,620,0.5,11,80,165.6410256,7.9,15.4,4698,1908,1696,2800,1625,1625,5,5,1930,150,204,320,0,1,0,85.97
16.58,410,0.5,11,80,165.6410256,7.9,15,4698,1908,1696,2800,1625,1625,5,5,1820,150,204,320,0,1,0,55.33
18.58,520,0.5,11,80,165.6410256,7.9,15.6,4698,1908,1696,2800,1625,1625,5,5,1920,150,204,320,0,1,0,71.98
17.98,520,0.5,11,80,165.6410256,7.9,15.6,4698,1908,1696,2800,1625,1625,5,5,1920,150,204,320,0,1,0,71.98
18.98,520,0.67,9.5,80,165.6410256,7.9,15.6,4698,1908,1696,2800,1625,1625,5,5,1920,150,204,320,0,1,0,71.98
20.58,520,0.67,9.5,80,165.6410256,7.9,15.6,4698,1908,1696,2800,1625,1625,5,5,1920,150,204,320,0,1,0,71.98
25.28,520,0.67,9.5,80,165.6410256,7.9,15.6,4698,1908,1696,2800,1625,1625,5,5,1920,150,204,320,0,1,0,71.98
49.21,500,0.609070465,9.584863481,80,187,7.028394004,19.4,4901,1935,1640,2928,1655,1655,5,5,2625,230,313,540,0,1,0,96.7
52.72,465,0.5,6,80,187,7.028394004,21,4901,1935,1640,2928,1655,1655,5,5,2625,230,313,540,0,1,0,96.7
58.39,465,0.5,6,80,187,7.028394004,21,4901,1935,1640,2928,1655,1655,5,5,2625,230,313,540,0,1,0,96.7
39.98,510.9699864,0.5,6,79.92343032,165.6410256,3.9,14.73990223,4853,1990,1611,3000,1593.613095,1594.388393,5,5,1897.268636,400,544,375.5829904,0,1,0,100
12.98,420,0.5,6,80,140,7.028394004,12.9,4774,1803,1505,2701,1555,1550,4,5,1540,120,163,280,1,0,0,47
13.28,420,0.5,6,80,140,7.028394004,12.9,4774,1803,1505,2701,1555,1550,4,5,1540,120,163,280,1,0,0,47
12.98,420,0.5,6,80,140,7.028394004,12.5,4774,1803,1505,2701,1555,1550,4,5,1540,120,163,280,1,0,0,47
13.28,420,0.5,6,80,140,7.028394004,12.5,4774,1803,1505,2701,1555,1550,4,5,1540,120,163,280,1,0,0,47
12.98,420,0.5,6,80,140,7.028394004,12.5,4774,1803,1505,2701,1555,1550,4,5,1515,120,163,210,1,0,0,48
13.28,420,0.5,6,80,140,7.028394004,12.5,4774,1803,1505,2701,1555,1550,4,5,1515,120,163,210,1,0,0,48
12.98,420,0.5,6,80,140,7.028394004,12.5,4774,1803,1505,2701,1555,1550,4,5,1540,120,163,280,1,0,0,48
13.28,420,1,9.584863481,80,140,7.028394004,12.5,4774,1803,1505,2701,1555,1550,4,5,1540,120,163,280,1,0,0,48
12.98,450,0.55,5.8,80,140,7.028394004,12.2,4774,1803,1494,2701,1555,1550,4,5,1495,120,163,280,0,1,0,50
13.28,450,0.55,5.8,80,140,7.028394004,12.2,4774,1803,1494,2701,1555,1550,4,5,1495,120,163,280,0,1,0,50
15,423,0.55,5.8,80,140,7.028394004,12.9,4764,1803,1494,2701,1555,1550,4,5,1479,120,163,280,0,1,0,51
14.47,421,0.55,5.8,80,140,7.028394004,12.9,4764,1803,1494,2701,1555,1550,4,5,1487,120,163,280,0,1,0,50
15,421,0.55,5.8,80,140,7.028394004,12.9,4764,1803,1494,2701,1555,1550,4,5,1487,120,163,280,0,1,0,50
15,421,0.55,5.8,80,140,7.028394004,12.9,4764,1803,1494,2701,1555,1550,4,5,1487,120,163,280,0,1,0,50
15,421,0.5,6,80,140,7.028394004,12.9,4764,1803,1494,2701,1555,1550,4,5,1487,120,163,280,0,1,0,50
15.29,421,0.5,6,80,140,7.028394004,12.9,4764,1803,1494,2701,1555,1550,4,5,1487,120,163,280,0,1,0,50
15.79,421,0.5,6,80,140,7.028394004,12.9,4764,1803,1494,2701,1555,1550,4,5,1487,120,163,280,0,1,0,50
14.47,405,0.5,6,80,140,7.028394004,12.9,4764,1803,1494,2701,1555,1550,4,5,1505,120,163,250,0,1,0,50
12.98,405,0.5,6,80,140,7.028394004,12.9,4764,1803,1494,2701,1555,1550,4,5,1505,120,163,250,0,1,0,50
12.98,405,0.53,6.4,80,140,7.028394004,12.9,4764,1803,1494,2701,1555,1550,4,5,1505,120,163,250,0,1,0,50
15.29,405,0.53,6.4,80,140,7.028394004,12.9,4764,1803,1494,2701,1555,1550,4,5,1505,120,163,250,0,1,0,50
13.78,405,0.53,6.4,80,140,7.028394004,12.9,4764,1803,1494,2701,1555,1550,4,5,1505,120,163,250,0,1,0,50
16.27,481,0.53,6.4,80,140,7.028394004,12.89,4764,1803,1494,2700,1555,1550,4,5,1520,120,163,250,0,1,0,58
17.07,481,0.6,12,80,140,7.028394004,12.89,4764,1803,1494,2700,1555,1550,4,5,1520,120,163,250,0,1,0,58
17.17,481,0.6,12,80,140,7.028394004,12.89,4764,1803,1494,2700,1555,1550,4,5,1520,120,163,250,0,1,0,58
17.87,481,0.5,9.584863481,80,140,7.028394004,12.89,4764,1803,1494,2700,1555,1550,4,5,1520,120,163,250,0,1,0,58
22.58,407,0.5,9.584863481,79.92343032,160,10,13.6,4490,1874,1613,2750,1585,1585,5,5,1742,114,155,340,0,0,1,52.5
26.58,344,0.5,9.584863481,79.92343032,160,6,16,4490,1874,1613,2750,1585,1585,5,5,1890,228,310,680,0,0,1,52.5
13.88,407,0.5,9.584863481,80,130,10,13.24,4730,1804,1530,2700,1550,1552,4,5,1600,100,136,230,1,0,0,51.8
13.78,415,0.5,10,80,130,10,13.2,4730,1804,1530,2700,1550,1552,4,5,1600,100,136,230,0,1,0,52.56
14.78,415,0.5,10,80,130,10,13.2,4730,1804,1530,2700,1550,1552,4,5,1600,100,136,230,0,1,0,52.56
14.78,407,0.67,10,80,130,10,13.24,4730,1804,1530,2700,1550,1552,4,5,1600,100,136,230,1,0,0,51.8
11.98,480,0.67,10,80,140,7.028394004,13.7,4324,1785,1637,2610,1535,1540,5,5,1575,120,163,280,0,1,0,61.3
12.98,480,0.67,10,80,140,7.028394004,13.7,4324,1785,1637,2610,1535,1540,5,5,1610,120,163,280,0,1,0,61.3
26.7,529,0.7,9.5,80,160,7.4,14.8,4440,1863,1651,2702,1598,1603,5,5,2009,170,231,330,0,1,0,69
28.6,529,0.7,9.5,80,160,7.4,14.8,4440,1863,1651,2702,1598,1603,5,5,2009,170,231,330,0,1,0,69
30.9,420,0.7,9.5,80,180,4.9,17.2,4440,1863,1651,2702,1598,1603,5,5,2153,300,408,660,0,1,0,78
13.48,510,0.75,12.5,80,155,7.028394004,13.1,4818,1880,1530,2750,1600,1602,4,5,1600,150,204,350,0,1,0,58.8
14.48,510,0.5,9.5,80,155,7.028394004,13.1,4818,1880,1530,2750,1600,1602,4,5,1640,150,204,350,0,1,0,58.8
15.78,510,0.5,9.5,80,155,7.028394004,13.1,4818,1880,1530,2750,1600,1602,4,5,1640,150,204,350,0,1,0,58.8
16.78,580,0.5,9.5,80,155,7.028394004,13.6,4818,1880,1552,2750,1600,1602,4,5,1740,150,204,350,0,1,0,69.9
14.18,501,0.75,7,80,185,8.3,13.3,4600,1818,1543,2665,1593.613095,1594.388393,5,5,1560,135,184,280,0,1,0,61.1
15.28,501,0.75,7,80,185,8.3,13.3,4600,1818,1543,2665,1593.613095,1594.388393,5,5,1560,135,184,280,0,1,0,61.1
15.58,501,0.75,7,80,185,8.3,13.3,4600,1818,1543,2665,1593.613095,1594.388393,5,5,1560,135,184,280,0,1,0,61.1
6.98,351,0.75,7,80,105,7.028394004,12.9,4010,1729,1621,2460,1465,1448,5,5,1380,55,75,170,1,0,0,41.7
7.48,351,0.5,9.584863481,80,105,7.028394004,12.9,4010,1729,1621,2460,1465,1448,5,5,1380,55,75,170,1,0,0,41.7
7.98,351,0.5,9.584863481,80,105,7.028394004,12.9,4010,1729,1621,2460,1465,1448,5,5,1380,55,75,170,1,0,0,41.7
8.28,351,0.5,9.584863481,80,105,7.028394004,12.9,4010,1729,1621,2460,1465,1448,5,5,1380,55,75,170,1,0,0,41.7
25.98,570,0.5,9.584863481,80,180,7.028394004,16.7,5016,1909,1796,3000,1642,1644,5,7,2230,180,245,350,0,1,0,90
28.98,550,0.5,9.584863481,80,180,7.028394004,17.3,5016,1909,1796,3000,1642,1644,5,7,2290,180,245,350,0,1,0,90
30.98,550,0.5,9,80,180,7.028394004,17.3,5016,1909,1796,3000,1642,1644,5,7,2360,180,245,350,0,1,0,90
33.98,550,0.5,9,80,180,7.028394004,17.3,5016,1909,1796,3000,1642,1644,5,7,2360,180,245,350,0,1,0,90
35.98,550,0.5,9,80,180,7.028394004,17.3,5016,1909,1796,3000,1642,1644,5,7,2360,180,245,350,0,1,0,90
13.68,421,0.5,9.584863481,80,130,7.028394004,13.8,4755,1802,1503,2700,1550,1552,4,5,1575,100,136,230,1,0,0,51.8
14.58,421,0.5,9.584863481,80,130,7.028394004,13.8,4755,1802,1503,2700,1550,1552,4,5,1575,100,136,230,1,0,0,51.8
15.58,421,0.5,9.584863481,80,150,7.7,13.6,4755,1802,1503,2700,1565,1569,4,5,1535,150,204,240,0,1,0,52.7
14.88,415,0.5,9.584863481,80,130,7.028394004,14.2,4706,1909,1699,2807,1593.613095,1594.388393,5,5,1700,100,136,230,0,1,0,53
14.98,407,0.53,9.584863481,80,130,7.028394004,14.2,4706,1909,1699,2807,1593.613095,1594.388393,5,5,1700,100,136,230,1,0,0,51.8
15.88,410,0.72,9.584863481,80,130,7.028394004,14.2,4706,1909,1699,2807,1593.613095,1594.388393,5,6,1770,100,136,230,0,1,0,53
15.98,407,0.67,9.5,80,130,7.028394004,14.2,4706,1909,1699,2807,1593.613095,1594.388393,5,6,1770,100,136,230,1,0,0,51.8
19.48,500,0.67,9.5,80,175,7.028394004,15.3,4630,1920,1728,2830,1630,1645,5,5,2040,165,224,350,1,0,0,71.8
22.48,520,0.67,9.5,80,175,7.028394004,15.3,4630,1920,1728,2830,1630,1645,5,5,1900,165,224,350,0,1,0,69.9
11.08,490,0.5,9.584863481,80,165,7.028394004,12.7,4705,1790,1435,2700,1549,1558,4,5,1603,135,184,310,0,1,0,56.5
12.58,490,0.609070465,9.584863481,80,165,7.028394004,12.7,4705,1790,1435,2700,1549,1558,4,5,1603,135,184,310,0,1,0,56.5
13.58,490,0.609070465,9.584863481,80,165,7.028394004,12.7,4705,1790,1435,2700,1549,1558,4,5,1603,135,184,310,0,1,0,56.5
9.98,300,0.609070465,9.584863481,79.92343032,100,7.028394004,14.73990223,4490,1615,1915,3050,1386,1408,5,7,1490,60,82,220,1,0,0,41.6
13.88,300,0.609070465,9.584863481,79.92343032,100,7.028394004,14.73990223,4490,1615,1915,3050,1386,1408,5,7,1490,60,82,220,1,0,0,41.6
9.98,300,0.609070465,9.584863481,79.92343032,100,7.028394004,14.73990223,4490,1615,1915,3050,1386,1408,5,2,1420,60,82,220,1,0,0,41.6
9.98,300,0.65,9.5,79.92343032,100,7.028394004,14.73990223,4490,1615,1915,3050,1386,1408,5,2,1420,60,82,220,1,0,0,41.6
13.61,300,0.65,9.5,79.92343032,100,7.028394004,14.73990223,4490,1615,1915,3050,1386,1408,5,5,1440,60,82,220,1,0,0,41.6
13.91,300,0.62,16,79.92343032,100,7.028394004,14.73990223,4490,1615,1915,3050,1386,1408,5,5,1440,60,82,220,1,0,0,41.6
15.77,500,0.53,8.4,80,145,7.028394004,13.1,4264,1767,1618,2675,1514,1526,5,5,1660,130,177,360,0,1,0,55.6
17.77,500,0.53,8.4,80,145,7.028394004,13.1,4264,1767,1618,2675,1514,1526,5,5,1660,130,177,360,0,1,0,55.6
154.56,601,0.5,4.9,80,250,3.5,20,5224,1926,1520,3210,1667,1682,5,5,2705,560,761,1020,0,1,0,111.8
15.8,435,0.609070465,9.584863481,80,150,9.5,14.9,4580,1936,1674,2716,1630,1630,5,5,1770,120,163,280,0,1,0,60.4
16.95,435,0.5,12,80,150,9.5,14.9,4580,1936,1674,2716,1630,1630,5,5,1770,120,163,280,0,1,0,60.4
27.88,440,0.5,12,80,170,5.9,14.73990223,4915,1962,1755,2910,1650,1650,5,5,2220,280,381,452,1,0,0,65
31.88,560,0.5,12,79.92343032,170,5.9,14.73990223,4915,1962,1755,2910,1650,1650,5,5,2210,280,381,452,0,1,0,86
22.98,505,0.65,9.5,80,165.6410256,7.9,15.3,4674,1919,1618,2800,1593.613095,1594.388393,5,5,1897.268636,137,186,410,0,1,0,70
24.98,505,0.65,9.5,80,165.6410256,7.9,15.3,4674,1919,1618,2800,1593.613095,1594.388393,5,5,1840,137,186,410,0,1,0,70
26.98,460,0.55,9,80,165.6410256,4.8,16.7,4674,1919,1618,2800,1593.613095,1594.388393,5,5,1897.268636,222,302,665,0,1,0,70
18.01,505,0.65,9.5,80,170,8.9,13.1,4718,1838,1535,2810,1570,1570,4,5,1649,120,163,240,0,1,0,58.59
19.01,505,0.5,8.5,80,170,8.9,13.1,4718,1838,1535,2810,1570,1570,4,5,1649,120,163,240,0,1,0,58.59
16.01,410,0.5,8.5,80,170,8.9,13,4718,1838,1535,2810,1570,1570,4,5,1649,120,163,240,1,0,0,49.92
17.01,505,0.5,9.584863481,80,170,8.9,13.1,4718,1838,1535,2810,1570,1570,4,5,1649,120,163,240,0,1,0,58.59
10.99,401,0.5,9,80,150,7.028394004,13.7,4650,1820,1520,2670,1555,1560,4,5,1580,120,163,240,0,1,0,50
10.99,401,0.5,9,80,155,7.028394004,13.7,4650,1820,1510,2670,1555,1560,4,5,1600,160,218,300,0,1,0,50
13.94,350,0.5,10,80,150,7.028394004,13.7,4650,1820,1510,2670,1555,1560,4,5,1620,120,163,240,1,0,0,44
12.99,416,0.5,10,80,155,7.028394004,13.3,4650,1820,1510,2670,1555,1560,4,5,1640,160,218,300,0,1,0,50.8
13.99,416,0.5,8,80,155,7.028394004,13.3,4650,1820,1510,2670,1555,1560,4,5,1640,160,218,300,0,1,0,50.8
15.89,501,0.5,8,80,155,7.028394004,13.42,4650,1820,1510,2670,1555,1560,4,5,1680,160,218,300,0,1,0,60.2
17.19,501,0.5,9,80,155,7.028394004,13.42,4650,1820,1510,2670,1555,1560,4,5,1680,160,218,300,0,1,0,60.2
9.98,416,0.5,9,80,155,7.8,13.3,4650,1820,1510,2670,1555,1560,4,5,1640,160,218,300,0,1,0,50.8
10.58,416,0.83,6.5,80,155,7.8,13.3,4650,1820,1510,2670,1555,1560,4,5,1640,160,218,300,0,1,0,50.8
15.89,501,0.83,6.5,80,155,7.8,13.42,4650,1820,1510,2670,1555,1560,4,5,1680,160,218,300,0,1,0,60.2
17.19,501,0.83,6.5,80,155,7.8,13.42,4650,1820,1510,2670,1555,1560,4,5,1680,160,218,300,0,1,0,60.2
16.58,400,0.83,6.5,75,160,7.028394004,13.1,4405,1795,1575,2640,1550,1550,5,5,1780,150,204,300,0,1,0,54.3
16.88,400,0.83,6.5,75,160,7.028394004,13.1,4405,1795,1575,2640,1550,1550,5,5,1780,150,204,300,0,1,0,54.3
17.28,400,0.5,8.5,75,160,7.028394004,13.1,4405,1795,1575,2640,1550,1550,5,5,1780,150,204,300,0,1,0,54.3
18.58,400,0.5,8.5,75,160,7.028394004,13.1,4405,1795,1575,2640,1550,1550,5,5,1780,150,204,300,0,1,0,54.3
18.98,400,0.5,8.5,75,160,7.028394004,13.1,4405,1795,1575,2640,1550,1550,5,5,1780,150,204,300,0,1,0,54.3
27.99,560,0.5,8.5,80,180,7.028394004,17.1,5270,2000,1840,3200,1593.613095,1594.388393,5,7,2310,180,245,350,0,1,0,90
29.99,560,0.5,8.5,80,180,7.028394004,17.1,5270,2000,1840,3200,1593.613095,1594.388393,5,7,2410,180,245,350,0,1,0,90
33.99,560,0.5,8.5,80,180,7.028394004,17.1,5270,2000,1840,3200,1593.613095,1594.388393,5,7,2410,180,245,350,0,1,0,90
34.99,540,0.5,8.5,80,180,7.028394004,17.8,5270,2000,1840,3200,1593.613095,1594.388393,5,6,2410,180,245,350,0,1,0,90
38.99,540,0.5,8.4,80,180,7.028394004,17.8,5270,2000,1840,3200,1593.613095,1594.388393,5,7,2570,180,245,350,0,1,0,90
39.99,540,0.5,8.4,80,180,7.028394004,17.8,5270,2000,1840,3200,1593.613095,1594.388393,5,6,2570,180,245,350,0,1,0,90
41.99,540,0.67,9.5,80,180,7.028394004,17.8,5270,2000,1840,3200,1593.613095,1594.388393,5,6,2570,180,245,350,0,1,0,90
16.08,403,0.5,11,80,160,8.3,14.1,4585,1835,1672,2703,1563,1558,5,5,1750,160,218,225,0,1,0,52.7
16.98,403,0.5,11,80,160,8.3,14.1,4585,1835,1672,2703,1563,1558,5,5,1761,160,218,225,0,1,0,52.7
17.98,460,0.5,9.5,80,160,8.3,13.8,4585,1835,1672,2703,1563,1558,5,5,1765,160,218,225,0,1,0,57.1
88,670,0.5,9.5,80,210,5,14.73990223,4900,1968,1627,2985,1673,1655,5,5,2584,360,489,840,0,1,0,111
103,620,0.5,9.5,80,210,4.7,14.73990223,4900,1968,1627,2985,1673,1655,5,5,2670,380,517,910,0,1,0,111
14.68,502,0.5,12,80,185,7.028394004,12.9,4722,1835,1493,2715,1562,1571,4,5,1575,135,184,280,0,1,0,61.1
15.78,502,0.5,12,80,185,7.028394004,12.9,4722,1835,1493,2715,1562,1571,4,5,1575,135,184,280,0,1,0,61.1
17.98,502,0.609070465,9.584863481,80,185,7.028394004,12.9,4722,1835,1493,2715,1562,1571,4,5,1575,135,184,280,0,1,0,61.1
15.98,605,0.609070465,9.584863481,80,185,7.028394004,12.9,4724,1835,1493,2715,1562,1571,4,5,1575,135,184,280,0,1,0,69.9
17.08,605,0.5,8,80,185,7.028394004,12.9,4724,1835,1493,2715,1562,1571,4,5,1575,135,184,280,0,1,0,69.9
17.67,410,0.5,8,79.92343032,165,7.028394004,12.9,4660,1780,1456,2700,1549,1558,4,5,1570,135,184,310,0,1,0,48.6
18.67,410,0.5,10,79.92343032,165,7.028394004,12.9,4660,1780,1456,2700,1549,1558,4,5,1570,135,184,310,0,1,0,48.6
13.98,400,0.5,8,80,120,13,12.9,4675,1835,1480,2750,1570,1570,4,5,1470,60,82,170,0,1,0,47
14.68,400,0.5,10,80,120,13,12.9,4675,1835,1480,2750,1570,1570,4,5,1470,110,150,225,0,1,0,47
15.98,500,0.5,10,80,120,10,12.9,4675,1835,1480,2750,1570,1570,4,5,1570,110,150,225,0,1,0,60
16.98,400,0.5,10,80,120,13,12.9,4675,1835,1480,2750,1570,1570,4,5,1460,60,82,170,0,1,0,47
17.38,500,0.5,10,80,120,10,12.9,4675,1835,1480,2750,1570,1570,4,5,1570,110,150,225,0,1,0,60
18.38,500,0.5,13,80,120,10,12.9,4675,1835,1480,2750,1570,1570,4,5,1570,110,150,225,0,1,0,60
18.68,500,0.67,9.584863481,80,120,10,12.9,4675,1835,1480,2750,1570,1570,4,5,1570,110,150,225,0,1,0,60
19.98,450,0.67,9.584863481,80,140,5.8,14.8,4675,1835,1480,2750,1570,1570,4,5,1680,170,231,395,0,1,0,60
16.08,510,0.83,6.5,80,200,7.028394004,15,4630,1910,1655,2830,1620,1620,5,5,1790,150,204,295,0,1,0,70.1
60.28,500,0.83,6.5,80,200,5.7,20.4,4902,1935,1618,2928,1593.613095,1594.388393,5,5,2630,300,408,664,0,1,0,95
65.68,500,0.83,6.5,80,200,5.7,20.4,4902,1935,1618,2928,1593.613095,1594.388393,5,5,2630,300,408,664,0,1,0,95
14.58,400,0.67,9.584863481,75,160,7.028394004,13.1,4405,1795,1575,2640,1550,1550,5,5,1780,150,204,300,0,1,0,54.3
13.78,400,1.3,16,75,160,7.028394004,13.1,4405,1795,1575,2640,1550,1550,5,5,1780,150,204,300,0,1,0,54.3
17.38,400,1.3,16,75,160,7.028394004,13.1,4405,1795,1575,2640,1550,1550,5,5,1780,150,204,300,0,1,0,54.3
14.48,310,0.67,9.5,79.92343032,100,7.028394004,15.1,4610,1750,1860,2850,1485,1505,5,5,1490,60,82,220,1,0,0,42.34
14.98,310,0.67,9.5,79.92343032,100,7.028394004,15.1,4610,1750,1860,2850,1485,1505,5,5,1500,60,82,220,1,0,0,42.34
15.98,310,0.67,9.5,79.92343032,100,7.028394004,15.1,4610,1750,1860,2850,1485,1505,5,6,1500,60,82,220,1,0,0,42.34
19.38,520,0.67,11.9,80,165.6410256,7.9,14.1,4620,1847,1730,2715,1570,1565,5,5,1897.268636,160,218,225,0,1,0,66.23
21.38,520,0.58,13,80,165.6410256,7.9,14.1,4620,1847,1730,2715,1570,1565,5,5,1897.268636,160,218,225,0,1,0,66.23
23.38,520,0.58,13,80,165.6410256,7.9,14.1,4620,1847,1730,2715,1570,1565,5,5,1897.268636,160,218,225,0,1,0,66.23
25.98,620,0.58,13,80,165.6410256,8.8,14.1,4620,1847,1730,2715,1570,1565,5,5,1897.268636,160,218,225,0,1,0,82.71
14.99,401,0.58,13,80,100,7.028394004,16.1,5135,1720,1990,3000,1445,1420,4,7,2020,90,122,300,1,0,0,68.4
15.19,401,0.58,13,80,100,7.028394004,16.1,5135,1720,1990,3000,1445,1420,4,9,2020,90,122,300,1,0,0,68.4
15.99,401,0.58,13,80,100,7.028394004,16.1,5135,1720,1990,3000,1445,1420,4,7,2020,90,122,300,1,0,0,68.4
15.99,401,0.58,13,80,100,7.028394004,16.1,5135,1720,1990,3000,1445,1420,4,7,2020,90,122,300,1,0,0,68.4
16.19,401,0.609070465,9.5,80,100,7.028394004,16.1,5135,1720,1990,3000,1445,1420,4,9,2020,90,122,300,1,0,0,68.4
16.99,401,0.58,12,80,100,7.028394004,16.1,5135,1720,1990,3000,1445,1420,4,7,2020,90,122,300,1,0,0,68.4
17.39,401,0.58,12,80,100,7.028394004,16.1,5135,1720,1990,3000,1445,1420,4,9,2020,90,122,300,1,0,0,68.4
16.88,520,0.58,12,79.92343032,165,7.028394004,12.5,4815,1815,1470,2770,1593.613095,1594.388393,4,5,1610,135,184,310,0,1,0,56.5
17.88,520,0.58,12,79.92343032,165,7.028394004,12.5,4815,1815,1470,2770,1593.613095,1594.388393,4,5,1610,135,184,310,0,1,0,56.5
19.38,520,0.58,12,79.92343032,165,7.028394004,12.5,4815,1815,1470,2770,1593.613095,1594.388393,4,5,1610,135,184,310,0,1,0,56.5
17.18,510,0.58,12,80,160,7.028394004,18.1,4825,1825,1778,2800,1560,1570,5,5,1800,130,177,310,0,1,0,70
17.48,510,0.58,8,80,160,7.028394004,18.1,4825,1825,1778,2800,1560,1570,5,6,1800,130,177,310,0,1,0,70
18.18,510,0.58,8,80,160,7.028394004,18.1,4825,1825,1778,2800,1560,1570,5,5,1800,130,177,310,0,1,0,70
18.48,510,0.58,8,80,160,7.028394004,18.1,4825,1825,1778,2800,1560,1570,5,6,1800,130,177,310,0,1,0,70
20.18,510,0.58,8,80,160,7.028394004,18.1,4825,1825,1778,2800,1560,1570,5,5,1800,130,177,310,0,1,0,70
20.48,510,0.58,8,80,160,7.028394004,18.1,4825,1825,1778,2800,1560,1570,5,6,1800,130,177,310,0,1,0,70
17.18,420,0.5,8.5,80,170,7.028394004,15.9,4825,1825,1778,2800,1560,1570,5,5,1800,130,177,310,0,1,0,61
17.18,420,0.5,8.5,80,170,7.028394004,15.9,4825,1825,1778,2800,1560,1570,5,7,1800,130,177,310,0,1,0,61
17.84,420,0.63,11,80,170,7.028394004,15.9,4825,1825,1778,2800,1560,1570,5,7,1800,130,177,310,0,1,0,61
20.48,420,0.63,11,80,170,7.028394004,15.9,4825,1825,1778,2800,1560,1570,5,5,1800,130,177,310,0,1,0,61
20.78,420,0.609070465,9.584863481,80,170,7.028394004,15.9,4825,1825,1778,2800,1560,1570,5,7,1800,130,177,310,0,1,0,61